ALL, -, -,17637.9000, 0.2377, 8543.4540
https://cdn.admeira.ch/prod/tagmanager/blick.ch_de/1.7.2/atm.js, false, false, 17396.6600, 0.2129, 5953.3130
https://browser.sentry-cdn.com/5.6.2/bundle.min.js, false, false, 18541.1800, 0.5748, 8732.4900
https://www.blick.ch/assets/dist/js/npm.core-js-fa64fd844f079ed4ac6b.js, undefined, undefined, 6742.3050, 0.0165, 2297.6050
https://www.blick.ch/assets/dist/js/npm.react-1a801eaf54c263ef6fce.js, undefined, undefined, 7152.5350, 0.0142, 1713.5720
https://www.blick.ch/assets/dist/js/npm.regenerator-runtime-e47ee341668e3b26126b.js, undefined, undefined, 7331.0600, 0.0148, 2188.0060
https://www.blick.ch/assets/dist/js/npm.html-to-react-19ff49fcabbc782c38b9.js, undefined, undefined, 7314.0550, 0.0399, 4329.0800
https://www.blick.ch/assets/dist/js/npm.i18next-1b2938f102a98ef5a956.js, undefined, undefined, 7061.8800, 0.0399, 4112.5540
https://www.blick.ch/assets/dist/js/npm.jstat-d56d6a3fb46fc39fdfd0.js, undefined, undefined, 7317.7900, 0.0410, 4186.8380
https://www.blick.ch/assets/dist/js/npm.lodash.isequal-dacfc5320142defb392e.js, undefined, undefined, 7631.1950, 0.0410, 4311.2560
https://www.blick.ch/assets/dist/js/npm.mobile-detect-9ebb05be89d1f0f0f81e.js, undefined, undefined, 7752.5100, 0.0410, 4234.9810
https://www.blick.ch/assets/dist/js/npm.moment-0d616dc8776fcfe5af7f.js, undefined, undefined, 7337.9550, 0.0410, 4020.4000
https://www.blick.ch/assets/dist/js/npm.moment-duration-format-21f79d6576c156e39e60.js, undefined, undefined, 7186.0200, 0.0410, 4137.2360
https://www.blick.ch/assets/dist/js/npm.moment-timezone-453338c2f573f9abf00f.js, undefined, undefined, 6145.4350, 0.2921, 8318.4880
https://www.blick.ch/assets/dist/js/npm.node-libs-browser-343ddbaebcb485d53814.js, undefined, undefined, 7137.9300, 0.0396, 4199.3380
https://www.blick.ch/assets/dist/js/npm.picturefill-20443fb282527205dc08.js, undefined, undefined, 6370.1350, 0.0410, 4065.6940
https://www.blick.ch/assets/dist/js/npm.ramda-750004b6b3ed53872d87.js, undefined, undefined, 7374.0100, 0.0401, 4106.0860
https://www.blick.ch/assets/dist/js/npm.react-dom-b4ee15d4b0cf7ae0bb09.js, undefined, undefined, 6969.9450, 0.0388, 4113.7150
https://www.blick.ch/assets/dist/js/npm.react-helmet-eba0f286d0840c4162b5.js, undefined, undefined, 6956.6200, 0.0388, 4044.5750
https://www.blick.ch/assets/dist/js/npm.react-redux-f5ca0c7d8589b123266c.js, undefined, undefined, 7323.7050, 0.0413, 4129.1270
https://www.blick.ch/assets/dist/js/npm.redux-saga-49784da900395fff15ed.js, undefined, undefined, 7346.5000, 0.0413, 4520.8380
https://www.blick.ch/assets/dist/js/npm.ringier-components-42b51a51ca8713c41351.js, undefined, undefined, 7173.1850, 0.0390, 3736.8420
https://www.blick.ch/assets/dist/js/npm.router5-fc05c739ad60dad1f6dc.js, undefined, undefined, 7302.9700, 0.0412, 3935.2610
https://www.blick.ch/assets/dist/js/npm.scrbbl-20ba3d5e42e54e6ffd42.js, undefined, undefined, 6666.7250, 0.0396, 4222.9440
https://www.blick.ch/assets/dist/js/npm.superagent-8f6d32711e0978c79611.js, undefined, undefined, 7288.8400, 0.0410, 3970.0900
https://www.blick.ch/assets/dist/js/vendors-26a980a470d048564c9c.js, undefined, undefined, 7233.0550, 0.0162, 2313.0210
https://www.blick.ch/assets/dist/js/sig-70fec608e94142b318ff.js, undefined, undefined, 18219.5050, 0.2117, 6546.1810
https://www.blick.ch/assets/dist/js/main-02670d7571115a638776.js, undefined, undefined, 4202.0950, 0.0390, 4065.6250
https://acdn.adnxs.com/ast/static/0.30.0/ast.js, true, false, 12425.6450, 0.5931, 6152.6200
https://www.googletagmanager.com/gtm.js?id=GTM-T3MW3GR, true, false, 13182.1100, 0.6049, 5538.7880
https://tr1.admeira.ch/tr1.admeira.ch/v1/tagger.js, true, false, 14570.5100, 0.2687, 10017.3490
https://www.blick.ch/assets/dist/js/modal-e73310463a5ff6954951.js, undefined, undefined, 13505.7550, 0.2687, 9509.8350
https://www.google-analytics.com/analytics.js, true, false, 14069.3100, 0.2687, 9145.1170
https://lib.onet.pl/s.csr/build/dlApi/dl.boot.min.js, undefined, undefined, 13279.8000, 0.6049, 8871.4080
